rowIndex,country_region_code,country_region,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
1171,US,United States,2020-06-21,-17.0,2.0,59.0,-23.0,-13.0,2.0
1172,US,United States,2020-06-22,-16.0,-5.0,43.0,-32.0,-38.0,11.0
1173,US,United States,2020-06-23,-13.0,0.0,54.0,-30.0,-38.0,11.0
1174,US,United States,2020-06-24,-12.0,-1.0,57.0,-30.0,-36.0,11.0
1175,US,United States,2020-06-25,-13.0,1.0,64.0,-29.0,-36.0,11.0
1176,US,United States,2020-06-26,-17.0,-3.0,57.0,-28.0,-36.0,11.0
1177,US,United States,2020-06-27,-19.0,-1.0,62.0,-20.0,-12.0,4.0
1178,US,United States,2020-06-28,-17.0,-4.0,55.0,-22.0,-12.0,3.0
1179,US,United States,2020-06-29,-13.0,-3.0,46.0,-31.0,-36.0,10.0
1180,US,United States,2020-06-30,-10.0,1.0,50.0,-30.0,-37.0,11.0
1181,US,United States,2020-07-01,-7.0,4.0,54.0,-27.0,-37.0,10.0
1182,US,United States,2020-07-02,-4.0,11.0,77.0,-24.0,-39.0,10.0
1183,US,United States,2020-07-03,-10.0,11.0,86.0,-30.0,-57.0,14.0
1184,US,United States,2020-07-04,-35.0,-2.0,81.0,-30.0,-28.0,5.0
1185,US,United States,2020-07-05,-22.0,-10.0,53.0,-23.0,-19.0,3.0
1186,US,United States,2020-07-06,-13.0,-2.0,48.0,-30.0,-41.0,11.0
1187,US,United States,2020-07-07,-13.0,0.0,51.0,-29.0,-39.0,11.0
1188,US,United States,2020-07-08,-12.0,-1.0,52.0,-30.0,-37.0,11.0
1189,US,United States,2020-07-09,-13.0,1.0,59.0,-30.0,-38.0,11.0
1190,US,United States,2020-07-10,-18.0,-4.0,43.0,-31.0,-37.0,11.0
1191,US,United States,2020-07-11,-19.0,0.0,62.0,-21.0,-12.0,4.0
1192,US,United States,2020-07-12,-17.0,-3.0,64.0,-23.0,-15.0,3.0
1193,US,United States,2020-07-13,-13.0,-2.0,53.0,-31.0,-38.0,10.0
1194,US,United States,2020-07-14,-12.0,0.0,59.0,-31.0,-38.0,11.0
1195,US,United States,2020-07-15,-12.0,-1.0,56.0,-31.0,-37.0,11.0
1196,US,United States,2020-07-16,-13.0,0.0,62.0,-31.0,-37.0,11.0
1197,US,United States,2020-07-17,-17.0,-3.0,54.0,-29.0,-37.0,11.0
1198,US,United States,2020-07-18,-19.0,-1.0,74.0,-21.0,-13.0,4.0
1199,US,United States,2020-07-19,-17.0,-4.0,60.0,-24.0,-16.0,3.0
1200,US,United States,2020-07-20,-14.0,-4.0,51.0,-32.0,-38.0,10.0
1201,US,United States,2020-07-21,-13.0,-2.0,54.0,-32.0,-38.0,11.0
1202,US,United States,2020-07-22,-13.0,-3.0,47.0,-32.0,-37.0,11.0
1203,US,United States,2020-07-23,-14.0,-2.0,55.0,-31.0,-37.0,11.0
1204,US,United States,2020-07-24,-17.0,-4.0,55.0,-30.0,-37.0,11.0
1205,US,United States,2020-07-25,-19.0,-2.0,77.0,-21.0,-13.0,4.0
1206,US,United States,2020-07-26,-17.0,-5.0,65.0,-24.0,-16.0,3.0
1207,US,United States,2020-07-27,-14.0,-4.0,48.0,-32.0,-38.0,10.0
1208,US,United States,2020-07-28,-14.0,-3.0,53.0,-32.0,-38.0,11.0
1209,US,United States,2020-07-29,-13.0,-3.0,56.0,-31.0,-38.0,10.0
1210,US,United States,2020-07-30,-13.0,-2.0,56.0,-31.0,-38.0,11.0
1211,US,United States,2020-07-31,-14.0,-2.0,56.0,-28.0,-37.0,10.0
1212,US,United States,2020-08-01,-17.0,0.0,69.0,-20.0,-14.0,4.0
1213,US,United States,2020-08-02,-16.0,-4.0,52.0,-24.0,-17.0,3.0
1214,US,United States,2020-08-03,-12.0,-1.0,47.0,-31.0,-38.0,10.0
1215,US,United States,2020-08-04,-13.0,-3.0,48.0,-33.0,-39.0,11.0
1216,US,United States,2020-08-05,-11.0,-2.0,61.0,-30.0,-37.0,10.0
1217,US,United States,2020-08-06,-13.0,-2.0,62.0,-30.0,-37.0,10.0
1218,US,United States,2020-08-07,-15.0,-5.0,57.0,-29.0,-37.0,10.0
1219,US,United States,2020-08-08,-17.0,-1.0,79.0,-20.0,-13.0,3.0
1220,US,United States,2020-08-09,-15.0,-4.0,66.0,-22.0,-16.0,2.0
1221,US,United States,2020-08-10,-14.0,-5.0,47.0,-32.0,-38.0,9.0
1222,US,United States,2020-08-11,-13.0,-3.0,57.0,-31.0,-38.0,10.0
1223,US,United States,2020-08-12,-13.0,-4.0,51.0,-32.0,-37.0,10.0
1224,US,United States,2020-08-13,-14.0,-3.0,53.0,-31.0,-37.0,10.0
1225,US,United States,2020-08-14,-16.0,-5.0,53.0,-29.0,-37.0,10.0
1226,US,United States,2020-08-15,-18.0,-2.0,67.0,-21.0,-14.0,3.0
1227,US,United States,2020-08-16,-16.0,-5.0,48.0,-24.0,-17.0,3.0
1228,US,United States,2020-08-17,-15.0,-6.0,42.0,-32.0,-38.0,9.0
1229,US,United States,2020-08-18,-14.0,-4.0,50.0,-32.0,-36.0,10.0
1230,US,United States,2020-08-19,-14.0,-5.0,44.0,-32.0,-36.0,10.0
1231,US,United States,2020-08-20,-14.0,-4.0,53.0,-31.0,-36.0,10.0
1232,US,United States,2020-08-21,-16.0,-6.0,48.0,-29.0,-36.0,9.0
1233,US,United States,2020-08-22,-17.0,-2.0,66.0,-21.0,-12.0,3.0
1234,US,United States,2020-08-23,-16.0,-5.0,50.0,-23.0,-15.0,3.0
1235,US,United States,2020-08-24,-16.0,-7.0,32.0,-33.0,-36.0,10.0
1236,US,United States,2020-08-25,-15.0,-4.0,37.0,-33.0,-37.0,10.0
1237,US,United States,2020-08-26,-14.0,-5.0,42.0,-32.0,-35.0,10.0
1238,US,United States,2020-08-27,-16.0,-6.0,41.0,-32.0,-36.0,10.0
1239,US,United States,2020-08-28,-17.0,-8.0,37.0,-30.0,-35.0,9.0
1240,US,United States,2020-08-29,-17.0,-4.0,49.0,-23.0,-13.0,4.0
1241,US,United States,2020-08-30,-15.0,-6.0,59.0,-22.0,-15.0,2.0
1242,US,United States,2020-08-31,-15.0,-7.0,30.0,-32.0,-35.0,9.0
1243,US,United States,2020-09-01,-12.0,-2.0,36.0,-31.0,-36.0,9.0
1244,US,United States,2020-09-02,-13.0,-5.0,35.0,-32.0,-35.0,9.0
1245,US,United States,2020-09-03,-11.0,-1.0,45.0,-28.0,-35.0,8.0
1246,US,United States,2020-09-04,-13.0,-2.0,55.0,-25.0,-36.0,8.0
1247,US,United States,2020-09-05,-15.0,0.0,81.0,-18.0,-17.0,2.0
1248,US,United States,2020-09-06,-13.0,-3.0,81.0,-24.0,-18.0,1.0
1249,US,United States,2020-09-07,-16.0,-7.0,75.0,-40.0,-71.0,16.0
1250,US,United States,2020-09-08,-16.0,-5.0,24.0,-31.0,-37.0,9.0
1251,US,United States,2020-09-09,-16.0,-7.0,24.0,-32.0,-35.0,9.0
1252,US,United States,2020-09-10,-16.0,-6.0,27.0,-32.0,-35.0,9.0
1253,US,United States,2020-09-11,-17.0,-8.0,35.0,-30.0,-33.0,8.0
1254,US,United States,2020-09-12,-16.0,-4.0,50.0,-22.0,-12.0,3.0
1255,US,United States,2020-09-13,-16.0,-6.0,38.0,-25.0,-15.0,3.0
1256,US,United States,2020-09-14,-16.0,-7.0,30.0,-33.0,-32.0,8.0
1257,US,United States,2020-09-15,-14.0,-5.0,36.0,-32.0,-33.0,9.0
1258,US,United States,2020-09-16,-15.0,-8.0,36.0,-32.0,-33.0,9.0
1259,US,United States,2020-09-17,-16.0,-7.0,34.0,-32.0,-33.0,9.0
1260,US,United States,2020-09-18,-15.0,-7.0,35.0,-30.0,-32.0,8.0
1261,US,United States,2020-09-19,-13.0,-2.0,62.0,-21.0,-11.0,2.0
1262,US,United States,2020-09-20,-14.0,-6.0,46.0,-24.0,-14.0,2.0
1263,US,United States,2020-09-21,-16.0,-8.0,25.0,-33.0,-33.0,9.0
1264,US,United States,2020-09-22,-15.0,-6.0,28.0,-34.0,-33.0,9.0
1265,US,United States,2020-09-23,-15.0,-7.0,27.0,-33.0,-32.0,9.0
1266,US,United States,2020-09-24,-16.0,-7.0,25.0,-33.0,-32.0,9.0
1267,US,United States,2020-09-25,-16.0,-8.0,25.0,-31.0,-31.0,8.0
1268,US,United States,2020-09-26,-15.0,-3.0,52.0,-23.0,-10.0,2.0
1269,US,United States,2020-09-27,-15.0,-7.0,35.0,-25.0,-13.0,2.0
1270,US,United States,2020-09-28,-17.0,-8.0,12.0,-35.0,-32.0,9.0
1271,US,United States,2020-09-29,-16.0,-7.0,11.0,-35.0,-32.0,9.0
1272,US,United States,2020-09-30,-14.0,-5.0,17.0,-33.0,-32.0,8.0
1273,US,United States,2020-10-01,-13.0,-2.0,21.0,-31.0,-30.0,8.0
1274,US,United States,2020-10-02,-14.0,-5.0,18.0,-29.0,-30.0,8.0
1275,US,United States,2020-10-03,-13.0,-1.0,42.0,-20.0,-11.0,2.0
1276,US,United States,2020-10-04,-14.0,-5.0,25.0,-24.0,-14.0,2.0
1277,US,United States,2020-10-05,-15.0,-5.0,15.0,-32.0,-32.0,8.0
1278,US,United States,2020-10-06,-15.0,-4.0,25.0,-32.0,-32.0,8.0
1279,US,United States,2020-10-07,-15.0,-6.0,24.0,-33.0,-31.0,8.0
1280,US,United States,2020-10-08,-15.0,-5.0,29.0,-31.0,-31.0,9.0
1281,US,United States,2020-10-09,-16.0,-7.0,30.0,-29.0,-31.0,8.0
1282,US,United States,2020-10-10,-16.0,-4.0,46.0,-22.0,-11.0,3.0
1283,US,United States,2020-10-11,-16.0,-7.0,25.0,-25.0,-14.0,3.0
1284,US,United States,2020-10-12,-17.0,-9.0,9.0,-36.0,-37.0,10.0
1285,US,United States,2020-10-13,-17.0,-6.0,18.0,-33.0,-32.0,9.0
1286,US,United States,2020-10-14,-14.0,-6.0,25.0,-31.0,-30.0,9.0
1287,US,United States,2020-10-15,-15.0,-5.0,23.0,-30.0,-31.0,9.0
1288,US,United States,2020-10-16,-17.0,-8.0,8.0,-30.0,-31.0,9.0
1289,US,United States,2020-10-17,-14.0,-3.0,41.0,-20.0,-11.0,3.0
1290,US,United States,2020-10-18,-16.0,-7.0,18.0,-23.0,-14.0,3.0
1291,US,United States,2020-10-19,-18.0,-9.0,4.0,-33.0,-31.0,9.0
1292,US,United States,2020-10-20,-17.0,-7.0,10.0,-32.0,-31.0,9.0
1293,US,United States,2020-10-21,-16.0,-7.0,13.0,-32.0,-30.0,9.0
1294,US,United States,2020-10-22,-16.0,-6.0,20.0,-31.0,-30.0,9.0
1295,US,United States,2020-10-23,-17.0,-8.0,10.0,-30.0,-30.0,9.0
1296,US,United States,2020-10-24,-16.0,-4.0,28.0,-23.0,-10.0,3.0
1297,US,United States,2020-10-25,-18.0,-8.0,1.0,-27.0,-15.0,4.0
1298,US,United States,2020-10-26,-19.0,-9.0,-9.0,-34.0,-31.0,10.0
1299,US,United States,2020-10-27,-17.0,-7.0,1.0,-33.0,-31.0,10.0
1300,US,United States,2020-10-28,-16.0,-7.0,-2.0,-34.0,-30.0,10.0
1301,US,United States,2020-10-29,-17.0,-7.0,-6.0,-35.0,-31.0,10.0
1302,US,United States,2020-10-30,-14.0,-4.0,1.0,-32.0,-30.0,8.0
1303,US,United States,2020-10-31,-16.0,2.0,27.0,-23.0,-10.0,3.0
1304,US,United States,2020-11-01,-18.0,-9.0,-5.0,-29.0,-15.0,4.0
